syn1	syn2
01210854-a	00356957-r
01210854-a	01204557-a
01210854-a	02339120-a
01210854-a	05097536-n
01212519-n	00971463-n
01212519-n	01215902-n
01212519-n	02556126-v
01212572-v	00812526-n
01212469-a	01206474-a
01213197-a	00705498-a
01213197-a	01210854-a
01214265-v	00173338-v
01214265-v	00524682-v
01214265-v	00624476-v
01214265-v	00669762-v
01214265-v	01999798-v
01214265-v	02077656-v
01214265-v	02205272-v
01214265-v	02394183-v
01214265-v	02599636-v
01214265-v	02627934-v
01214265-v	02717102-v
01215137-v	00088725-n
01215421-v	00725748-v
01215421-v	02210855-v
01215421-v	05164673-n
01215421-a	01212469-a
01215902-n	02219094-v
01215902-n	02453889-v
01215935-a	00692762-a
01216670-v	01217043-v
01216670-v	02203362-v
01216670-v	02283324-v
01216670-v	02681795-v
01217859-n	13968092-n
01218327-n	00270919-n
01218593-n	05806623-n
01219827-a	03528901-n
01220984-n	02518161-v
01220984-n	04897762-n
01222360-a	02465519-a
01224744-v	02443849-v
01224744-v	05798569-n
01224744-v	13827205-n
01226941-n	05156319-n
01233027-v	01243661-v
01233156-n	02487573-v
01234345-n	13960974-n
01236164-v	02020590-v
01239040-a	00910101-a
01239619-v	01895383-v
01243809-v	08437515-n
01243982-v	02908217-n
01246086-n	01893079-v
01247240-a	01256332-a
01247240-a	01403632-a
01247240-a	02132607-a
01247804-v	07388987-n
01250101-n	06723635-n
01251128-a	05015117-n
01251128-a	14145501-n
01252280-n	08374049-n
01252918-n	11499284-n
01253277-n	01489332-v
01253277-n	13466586-n
01256417-n	05617310-n
01256417-n	08381436-n
01256743-n	02635659-v
01257612-a	01251128-a
01258302-v	00941446-v
01258617-a	02472293-n
01258617-a	02743261-a
01261974-n	05827684-n
01264050-n	06766190-n
01265308-a	00968010-a
01272176-a	00749230-a
01275562-a	00655779-a
01275562-a	02161432-a
01276150-a	00900616-a
01276150-a	01580306-a
01276872-a	01382086-a
01277097-a	02162934-a
01277426-a	13400662-n
01278818-a	01386883-a
01278818-a	01677433-a
01280014-v	07310991-n
01280908-a	01391351-a
01285376-a	02342608-a
01287486-a	01618376-a
01288396-a	00231103-a
01290255-v	01296462-v
01292885-v	02657219-v
01292885-v	03728811-n
01292885-v	07985223-n
01294975-a	00127948-a
01296091-a	15120823-n
01304716-v	02709367-n
01307067-a	00965606-a
01309701-v	01311103-v
01311103-v	01309701-v
01315613-v	02530167-v
01317064-v	01825237-v
01319434-a	00515870-a
01320513-v	11506738-n
01320872-n	01477806-a
01320872-n	09619168-n
01321230-n	01476685-a
01321579-n	01646941-a
01322509-v	01322675-v
01323781-n	01385773-a
01323958-v	00219012-n
01332730-v	01049685-n
01332730-v	01207951-v
01332730-v	04151940-n
01332730-v	04453910-n
01333477-a	01279611-a
01337767-a	00570590-a
01343204-v	00433232-v
01345109-v	00446921-a
01345109-v	02610628-v
01346003-v	00185509-a
01346003-v	01346804-v
01346003-v	01652380-a
01346003-v	01652902-a
01346003-v	01861910-a
01346003-v	01886620-a
01346003-v	02523664-a
01346804-v	01346003-v
01346804-v	01652380-a
01346804-v	01652902-a
01346804-v	02744651-v
01346978-v	00446921-a
01346978-v	00451510-a
01346978-a	00948670-a
01348452-v	01347678-v
01350225-a	00948103-a
01350225-a	01347749-a
01351170-v	14848785-n
01354673-v	01069391-v
01354673-v	01285440-v
01356750-v	00351406-v
01356750-v	01303242-v
01357027-a	01067694-a
01357027-a	01071198-a
01362291-v	14955889-n
01362736-v	03875218-n
01369758-v	02073233-v
01369663-a	00004722-r
01376894-a	01122595-a
01378556-v	01380122-v
01378556-v	01579813-v
01378556-v	02689299-v
01380638-v	02304982-v
01382086-a	00226054-r
01382086-a	00579622-a
01382086-a	01276872-a
01382086-a	01453084-a
01384275-v	01573515-v
01385773-a	09938991-n
01386883-a	01278818-a
01386883-a	01677433-a
01391351-a	00100002-r
01391351-a	01415219-a
01391351-a	01467534-a
01391351-a	01554510-a
01391351-a	01649031-a
01391351-a	05559023-n
01391351-a	13762717-n
01392663-v	14597758-n
01398032-v	01891092-v
01400044-v	02020590-v
01401115-v	02005948-v
01404389-v	01892104-v
01405044-v	00043902-n
01408760-v	00318735-n
01409374-v	00132601-n
01409374-v	00493460-a
01409523-v	00132756-n
01409642-v	00132982-n
01409763-v	10639925-n
01409581-a	01776952-v
01409581-a	01777210-v
01410223-v	00923622-v
01410223-v	01236164-v
01410223-v	02526811-v
01411065-a	00355611-a
01411065-a	02062670-a
01411065-a	02068476-a
01412912-a	00065748-r
01412912-a	01730329-a
01413173-v	00458456-n
01413084-a	00443075-a
01413871-a	01412415-a
01415021-a	02002470-a
01415219-a	01391351-a
01417451-a	00658259-a
01418179-v	01101913-v
01427127-v	01999798-v
01427127-v	02108026-v
01427127-v	02203362-v
01431230-v	00138221-n
01433294-v	00120796-v
01433294-v	00149583-v
01433294-v	00522751-v
01433294-v	00770437-v
01433294-v	01629589-v
01433294-v	02005948-v
01433294-v	02077656-v
01433294-v	02108026-v
01433294-v	02210855-v
01433493-a	00166025-r
01433493-a	01437963-a
01433493-a	01828405-v
01434140-v	01629589-v
01434140-v	02077656-v
01435380-v	00315986-n
01436003-a	01442186-a
01436518-v	01907258-v
01437254-v	00973056-v
01437254-v	01951480-v
01437888-v	06264398-n
01437963-a	00166025-r
01437963-a	01433493-a
01437963-a	01828405-v
01438304-v	00989602-v
01438902-v	02077656-v
01440139-v	02020590-v
01440139-v	05623628-n
01440378-v	01860795-v
01440889-a	01435060-a
01442186-a	01436003-a
01442186-a	02386612-a
01447302-a	02403505-a
01447868-v	00357023-n
01448100-v	01505254-v
01448100-v	01582645-v
01448100-v	02057499-v
01449564-a	01684133-a
01449974-v	01061017-v
01458664-v	03339643-n
01458973-v	02109678-a
01463963-v	00038849-v
01469677-a	02926188-a
01470225-v	02107248-v
01470670-v	02129289-v
01471002-a	01471538-a
01471002-a	01472098-a
01471538-a	01471002-a
01471538-a	01472628-a
01471954-a	09917593-n
01472098-a	01471538-a
01472351-a	00607609-v
01472628-a	01471002-a
01472628-a	01471538-a
01474209-v	00345761-v
01476685-a	01321230-n
01476685-a	09624168-n
01478002-v	02852523-n
01477806-a	01320872-n
01482075-v	01977962-v
01484451-a	01477806-a
01488313-v	02076676-v
01489332-v	11511523-n
01488616-a	09605289-n
01489465-v	01977701-v
01491775-a	00742316-a
01493741-v	00981276-v
01493741-v	01494310-v
01494310-v	00721431-n
01494310-v	01052853-n
01494310-v	01493741-v
01494310-v	01564603-a
01494310-v	05611822-n
01494310-v	06389553-n
01494310-v	08621598-n
01494310-v	08647616-n
01494310-v	08664443-n
01497387-a	02161432-a
01498084-a	01086545-a
01498594-a	06607339-n
01498769-a	01279310-a
01502654-v	09334396-n
01501821-a	02368336-a
01503061-n	07644382-n
01503404-v	07961480-n
01505958-v	00725748-v
01505462-a	02867783-a
01508368-v	00104539-n
01508368-v	01733477-v
01511292-a	00305570-r
01511292-a	00692762-a
01512625-v	00106272-n
01511520-a	05098099-n
01513512-a	02321009-a
01517081-a	02764251-a
01517081-a	08199025-n
01518386-a	02764251-a
01520091-a	00940384-v
01525666-v	00100551-v
01525666-v	00584367-n
01525666-v	02413480-v
01525666-v	02443849-v
01525666-v	05149325-n
01527271-v	01871979-v
01532589-v	01533442-v
01532589-v	01914108-a
01535246-v	00036362-v
01535246-v	00255710-n
01534858-a	01511520-a
01535270-a	10503452-n
01535709-a	00414354-a
01535709-a	00972902-a
01535709-a	01876261-a
01536094-a	00667079-a
01539063-v	01539633-v
01542207-v	01921591-v
01543123-v	01984902-v
01543123-v	02692882-v
01545883-v	01064148-n
01545883-v	02664664-v
01546111-v	00668099-v
01546111-v	02611373-v
01546111-v	02734488-v
01546111-v	04301000-n
01546111-v	08438384-n
01547001-v	06756831-n
01552519-v	00429060-v
01552519-v	00663267-a
01552634-a	02267308-a
01554510-a	00100002-r
01554510-a	01391351-a
01554510-a	01649031-a
01554510-a	13762717-n
01555133-a	00099341-r
01555133-a	00099712-r
01555133-a	01556355-a
01555416-a	00099527-r
01555416-a	00099868-r
01555732-a	00111609-r
01555732-a	00112009-r
01555732-a	01557120-a
01556355-a	00099341-r
01556355-a	00099712-r
01556355-a	01555133-a
01557120-a	00111609-r
01557120-a	00112009-r
01557120-a	01555732-a
01564315-a	00031304-r
01567275-v	00017222-n
01567275-v	01607445-v
01565751-a	00027384-r
01565751-a	01564315-a
01567862-a	01038332-a
01567862-a	02988060-a
01568375-a	01037885-a
01568684-a	08179689-n
01570892-a	01569965-a
01570892-a	01595050-a
01575146-v	01561819-v
01574036-a	01569965-a
01575675-v	09428967-n
01579813-v	01652380-a
01578312-a	01013961-a
01579128-a	00349894-a
01579128-a	01013279-a
01579128-a	02291258-v
01579467-a	00792641-a
01580306-a	01276150-a
01584450-v	01907258-v
01583659-a	09950457-n
01585759-v	01463520-v
01585491-a	02861206-a
01586752-a	01123148-a
01587787-a	00955148-v
01591158-v	02153023-v
01594146-a	02645389-v
01594146-a	06021761-n
01594146-a	06023969-n
01595050-a	01570892-a
01599052-v	04594218-n
01601234-v	02079933-v
01601234-v	02717102-v
01600333-a	00244043-r
01600333-a	13831176-n
01607445-v	00699815-v
01606470-a	10802283-n
01606648-a	01605081-a
01612964-v	14992613-n
01617192-v	00120316-v
01617192-v	00556855-v
01617192-v	00665476-v
01617192-v	00730758-v
01617192-v	00770437-v
01617192-v	01621555-v
01617192-v	01645601-v
01617192-v	01646075-v
01617192-v	01654628-v
01617192-v	01753788-v
01617192-v	02560585-v
01617192-v	02621395-v
01617192-v	02674708-v
01616157-a	01767329-a
01616157-a	02858816-a
01619014-v	00120316-v
01619014-v	01617192-v
01619014-v	01621555-v
01619014-v	01645601-v
01619014-v	01712704-v
01619014-v	02560585-v
01618376-a	01287486-a
01619929-v	01564144-v
01621555-v	00120316-v
01621555-v	01617192-v
01621555-v	01752495-v
01621555-v	02560585-v
01622505-a	00285854-r
01622505-a	02289134-v
01627947-v	01738597-v
01628449-v	00345761-v
01628449-v	00348746-v
01629000-v	02235842-v
01629000-v	02309374-v
01629000-v	02316868-v
01629000-v	02339171-v
01629403-v	01647672-v
01629403-v	02339171-v
01629589-v	01438902-v
01629589-v	02077656-v
01630532-v	01759326-v
01632537-a	10372373-n
01634142-v	00609683-v
01635432-v	00591115-v
01635432-v	00920336-v
01635432-v	02128873-v
01635432-v	02129289-v
01637166-v	00689344-v
01637633-v	05768553-n
01637633-v	05768806-n
01637982-v	00918872-v
01637982-v	02154508-v
01637982-v	02213336-v
01637982-v	02248465-v
01637982-v	02285629-v
01638368-v	00705227-v
01638368-v	01640550-v
01638368-v	03954199-n
01638368-v	05898568-n
01638438-a	01643620-a
01639714-v	00928077-n
01640207-v	00120316-v
01640207-v	01617192-v
01640207-v	01619014-v
01640207-v	01645601-v
01640207-v	02560585-v
01640550-v	00928077-n
01640550-v	03179318-n
01640855-v	00486018-v
01640855-v	02526085-v
01640729-a	00385756-a
01640850-a	00112601-r
01640850-a	00128733-a
01640850-a	01687167-a
01642924-v	02560767-v
01642924-v	11410625-n
01642477-a	01730444-a
01643464-v	02293148-v
01644050-v	01644522-v
01643373-a	10755257-n
01643620-a	00966357-a
01643620-a	01638438-a
01644522-v	01644050-v
01644746-v	00728617-v
01645601-v	00007347-n
01645601-v	00038849-v
01645601-v	00120316-v
01645601-v	00770437-v
01645601-v	00798245-n
01645601-v	01617192-v
01645601-v	01712704-v
01645601-v	02289295-v
01645601-v	02560585-v
01645601-v	02561995-v
01645601-v	07326557-n
01644847-a	01728614-a
01646075-v	00120316-v
01646075-v	01640207-v
01646075-v	01645601-v
01646075-v	02560585-v
01646075-v	02621395-v
01645678-a	00389310-a
01647131-v	00676450-v
01647229-v	00636888-v
01647229-v	00665476-v
01647229-v	01655505-v
01647229-v	02427103-v
01647672-v	01629000-v
01647672-v	02200498-v
01647672-v	02316868-v
01647672-v	02339171-v
01646941-a	01321579-n
01648126-v	04296562-n
01648617-a	00100681-r
01648617-a	00812952-a
01649031-a	01391351-a
01649031-a	01554510-a
01650425-v	05194578-n
01651293-v	00786195-n
01651444-v	00406243-v
01651972-v	01494310-v
01652139-v	02630871-v
01652380-a	01346003-v
01652380-a	01652902-a
01652380-a	01659117-a
01652380-a	01886620-a
01652782-a	01345109-v
01652902-a	01346003-v
01652902-a	01346804-v
01652902-a	02425462-v
01653873-v	01617192-v
01654628-v	00120316-v
01654628-v	00252990-v
01654628-v	01617192-v
01655505-v	01647229-v
01656788-v	02428924-v
01659248-v	05064037-n
01659248-v	05839024-n
01660267-a	02124253-a
01661289-a	00106020-a
01663201-a	13858604-n
01664172-v	00406243-v
01664172-v	01930512-a
01664172-v	09963320-n
01665185-v	00050652-v
01665638-v	01664172-v
01668603-v	00584367-n
01668603-v	02413480-v
01668603-v	02415039-v
01670221-a	01668340-a
01675073-v	01209135-v
01677433-a	01278818-a
01678729-a	01104026-a
01684663-v	01362736-v
01684663-v	01684899-v
01684663-v	03875218-n
01684899-v	01684663-v
01684899-v	03875218-n
01686956-v	01015244-v
01686956-v	02137132-v
01686956-v	02148788-v
01686439-a	01012503-a
01687167-a	00128733-a
01687167-a	01640850-a
01690294-v	01448100-v
01691057-v	01705494-v
01690767-a	00611047-a
01692222-a	03095372-a
01692969-a	00952761-a
01697628-v	04227144-n
01698271-v	01007027-v
01698271-v	01626138-v
01698271-v	01691057-v
01699896-v	01007027-v
01699896-v	01698271-v
01705494-v	01691057-v
01705494-v	01698271-v
01710260-a	00902424-v
01710260-a	01061489-a
01711445-v	13939892-n
01711749-v	00699815-v
01711749-v	01706129-v
01712704-v	00038849-v
01712704-v	01619014-v
01712704-v	02374764-v
01712704-v	02560585-v
01712704-v	02561995-v
01714208-v	01712704-v
01719302-v	01717436-v
01719302-v	07009640-n
01719302-v	07018931-n
01724459-v	01717169-v
01724459-v	01719302-v
01724459-v	01725051-v
01725051-v	01719302-v
01725051-v	01724459-v
01725051-v	07007945-n
01726172-v	01719302-v
01727926-a	15120823-n
01729431-v	01731031-v
01729384-a	00812952-a
01729819-a	00127137-a
01729819-a	01047301-a
01730060-a	01934284-a
01730329-a	01010271-a
01730329-a	01013279-a
01730444-a	01642477-a
01731031-v	01729431-v
01730820-a	02069355-a
01731351-a	00772967-v
01731351-a	01711445-v
01731351-a	01846413-a
01731351-a	02148788-v
01731351-a	02200686-v
01731351-a	02262752-v
01731786-a	01847101-a
01732270-a	01884353-a
01732270-a	15121625-n
01732921-v	05157143-n
01733477-v	00693780-v
01733477-v	01216670-v
01733477-v	02108026-v
01733477-v	02203362-v
01733477-v	02204692-v
01733477-v	02205098-v
01733477-v	02316868-v
01733477-v	02339171-v
01733477-v	02648502-v
01733477-v	02681795-v
01734502-v	00958334-v
01738597-v	00545557-v
01738597-v	00603298-v
01738597-v	00925873-v
01738597-v	01738774-v
01738774-v	00252019-v
01738774-v	00603298-v
01738774-v	01627947-v
01738774-v	01738597-v
01739814-v	01752495-v
01739814-v	07705711-n
01743784-v	03178782-n
01744515-a	00503102-r
01744515-a	00780352-a
01750386-a	00520214-a
01750617-a	00458286-n
01751201-a	05923696-n
01752495-v	01621555-v
01752495-v	01752884-v
01752495-v	02157100-v
01752884-v	01752495-v
01752953-a	01597240-a
01753788-v	01617192-v
01754271-v	00406243-v
01754452-v	00915976-a
01759326-v	01630532-v
01759326-v	01646866-v
01760300-v	01448100-v
01764171-v	05687338-n
01764800-v	00031304-r
01765908-v	01767163-v
01766407-v	01019643-v
01767163-v	01766748-v
01767949-v	01209426-v
01767949-v	01410223-v
01767949-v	01769902-v
01767329-a	01616157-a
01768086-a	00007846-n
01770501-v	07372565-n
01771390-v	00165942-n
01771535-v	00105958-v
01771535-v	00596644-v
01771535-v	00690305-v
01771535-v	00715239-v
01771535-v	02106006-v
01771535-v	02110552-v
01771535-v	02127613-v
01771535-v	05677340-n
01775164-v	01828736-v
01775164-v	07543288-n
01775535-v	01775164-v
01775535-v	07488340-n
01775535-v	07543288-n
01776727-v	06200741-n
01776727-v	07501545-n
01776952-v	01409581-a
01776952-v	01777210-v
01777210-v	01409581-a
01777210-v	01776952-v
01777210-v	01824736-v
01778212-a	00627004-a
01780202-v	07519253-n
01780568-v	07519253-n
01780729-v	07519253-n
01783158-a	02056265-a
01784953-v	00358431-v
01787955-v	02507464-v
01790348-a	00663981-a
01793177-v	01792567-v
01794668-v	00065639-v
01794668-v	02109190-v
01795082-v	02197091-v
01795933-a	00310433-a
01807529-v	01469770-v
01811441-v	01826723-v
01811441-v	05950733-n
01811441-v	07511733-n
01811441-v	07541053-n
01810189-a	00780352-a
01814385-a	02857407-a
01814385-a	02857587-a
01816431-v	02671880-v
01818235-v	02554922-v
01821423-v	05682950-n
01820481-a	01817500-a
01821266-a	00044353-a
01821266-a	05792192-n
01822936-v	00654885-n
01822936-v	01824736-v
01824339-v	01824736-v
01823092-a	02418692-a
01824736-v	01409581-a
01824736-v	01777210-v
01824736-v	01822936-v
01824958-v	01815628-v
01825237-v	01188725-v
01825237-v	01317064-v
01825237-v	14038993-n
01825237-v	14493426-n
01826378-v	01825237-v
01826723-v	00706047-v
01826723-v	01811441-v
01826723-v	07511733-n
01828736-v	01775164-v
01831531-v	00165942-n
01831531-v	01835496-v
01831531-v	01850315-v
01834213-v	00082308-v
01835496-v	00014549-v
01835496-v	00168658-n
01835496-v	00359916-v
01835496-v	01192773-v
01835496-v	01831531-v
01835496-v	01848718-v
01835496-v	01850315-v
01835496-v	02372605-v
01835496-v	02618001-v
01835496-v	02685951-v
01835496-v	02729819-v
01835496-v	07311115-n
01834304-a	01940651-a
01835663-a	01822563-a
01836766-a	02075321-a
01839538-v	01955984-v
01839690-v	01849221-v
01838151-a	00095280-a
01839317-a	00031899-r
01839317-a	02068946-a
01840121-a	01211296-a
01842690-v	00173338-v
01842690-v	01214265-v
01842690-v	01999798-v
01842690-v	02077656-v
01842690-v	02599636-v
01843689-v	01232842-n
01844048-v	02487573-v
01845720-v	00295701-n
01845720-v	01835496-v
01846916-v	00295701-n
01848058-v	01940403-v
01848058-v	02190166-n
01846413-a	00772967-v
01846413-a	01731351-a
01846413-a	02148788-v
01846413-a	02722663-v
01846413-a	15119536-n
01848465-v	00435103-v
01848465-v	01647672-v
01848718-v	00149583-v
01848718-v	01835496-v
01848718-v	02372605-v
01848718-v	02653862-v
01848718-v	02737876-v
01847101-a	01731786-a
01847242-a	00108479-r
01849221-v	00341917-v
01849221-v	00542120-v
01849221-v	02005948-v
01849221-v	02625339-v
01849221-v	02686805-v
01849221-v	02743214-v
01849746-v	02053941-v
01850315-v	01831531-v
01850315-v	01835496-v
01850315-v	01855606-v
01854132-v	01199009-v
01855155-v	00315986-n
01855606-v	01835496-v
01857392-v	00117985-v
01857392-v	02637202-v
01857717-v	00345761-v
01856066-a	00636888-v
01859221-v	14010927-n
01860795-v	01440378-v
01860795-v	01859221-v
01860795-v	01859586-v
01860795-v	02680814-v
01860795-v	07365849-n
01862918-v	01860795-v
01861205-a	00493297-a
01861205-a	08179689-n
01861776-a	02988060-a
01861910-a	01346003-v
01866192-v	01887020-v
01866192-v	07441619-n
01869563-v	02685390-v
01870275-v	00328502-n
01868724-a	01870100-a
01871979-v	00112312-n
01871979-v	11498203-n
01870100-a	02839695-a
01873163-a	00305570-r
01875295-v	01889610-v
01877355-v	02087745-v
01876261-a	00972902-a
01878466-a	00135455-a
01881180-v	02727039-v
01879261-a	00105162-r
01879261-a	00196203-r
01879261-a	00205052-r
01879261-a	02034828-a
01884176-a	14482620-n
01888295-v	00189669-v
01886620-a	01346003-v
01886620-a	01652380-a
01886620-a	01652902-a
01889610-v	00014034-v
01889610-v	01875295-v
01889610-v	02073545-v
01890792-v	01418536-v
01892104-v	01404389-v
01892104-v	01963942-v
01893079-v	01246086-n
01899062-n	14764061-n
01899262-v	11498203-n
01900408-v	01901133-v
01901186-a	00100267-r
01901186-a	00816481-a
01904930-v	00283568-n
01904930-v	00284798-n
01904930-v	04544979-n
01907258-v	00125841-v
01907258-v	00146138-v
01907258-v	00350030-n
01907258-v	01909812-v
01907258-v	02089984-v
01907258-v	13869327-n
01908365-v	04679419-n
01906464-a	14563784-n
01910373-v	00348746-v
01911339-v	13873502-n
01912159-v	01049685-n
01912159-v	03135152-n
01912159-v	04151940-n
01917594-a	01265308-a
01918984-a	01922763-a
01919428-a	00031304-r
01919428-a	01564315-a
01923909-v	01921964-v
01926311-v	00189565-n
01926311-v	00308871-n
01926311-v	00549063-v
01926311-v	00791078-n
01926311-v	02075049-v
01926311-v	02685951-v
01928838-v	00285557-n
01927279-a	00853776-a
01930117-v	01516534-v
01930874-v	00307631-n
01930874-v	00798245-n
01930874-v	01930117-v
01930874-v	03244388-n
01931768-v	02713184-v
01931768-v	05538625-n
01931768-v	13939892-n
01930512-a	00185759-a
01930512-a	01844742-a
01930512-a	02565701-a
01930512-a	14031523-n
01931203-a	00699815-v
01934427-v	01493380-v
01935233-v	05538625-n
01933520-a	00043765-a
01936233-v	00136329-n
01934284-a	01730060-a
01940403-v	01848058-v
01940651-a	01834304-a
01941026-a	02861617-a
01944088-a	02273326-a
01951480-v	00770480-a
01951480-v	01031256-v
01951480-v	01088923-v
01951008-a	01212469-a
01955984-v	01839538-v
01955984-v	01957529-v
01956955-v	05567217-n
01957529-v	00307631-n
01959294-a	02302187-a
01963942-v	01892104-v
01968569-v	00155143-v
01968569-v	01983264-v
01968569-v	02696801-v
01968569-v	07324917-n
01969779-v	07324917-n
01970826-v	00076884-n
01970826-v	00431826-v
01972570-v	02088627-v
01972976-v	02668523-v
01974062-v	01579153-v
01974062-v	01973759-v
01974062-v	01983264-v
01971237-a	01972820-a
01972820-a	01971237-a
01976089-v	02355410-v
01976841-v	00432683-v
01976841-v	01977701-v
01976841-v	13901585-n
01977701-v	01976841-v
01977701-v	01985923-v
01979901-v	09335240-n
01982044-v	01368597-v
01982395-v	00523095-v
01982395-v	00734054-v
01982395-v	01214265-v
01983134-v	00432436-v
01983264-v	00018158-v
01983264-v	01968569-v
01983264-v	09206985-n
01981009-a	02735208-a
01984902-v	01543123-v
01984902-v	02692882-v
01982186-a	02807163-a
01985923-v	01976841-v
01983162-a	00106020-a
01983162-a	01123148-a
01990281-v	01983134-v
01990281-v	01983264-v
01990281-v	07324917-n
01991931-v	01998432-v
01991931-v	02542280-v
01991931-v	02720354-v
01992503-v	02684924-v
01995211-v	01199009-v
01995211-v	01505254-v
01995211-v	09269882-n
01995549-v	02684924-v
01996735-v	01924712-v
01997119-v	00075161-r
01997512-v	00074407-r
01997512-v	00075161-r
01997512-v	05558717-n
01998432-v	01991931-v
01998432-v	02455407-v
01998432-v	02712772-v
01998432-v	02720697-v
01999218-v	01999798-v
01999423-v	01732921-v
01999423-v	01999798-v
01999423-v	02635659-v
01999423-v	05157143-n
01999423-v	14643467-n
01999798-v	00173338-v
01999798-v	00523095-v
01999798-v	00734054-v
01999798-v	01214265-v
01999798-v	01427127-v
01999798-v	01982395-v
01999798-v	01999423-v
01999798-v	02075857-v
01999798-v	02077656-v
01999798-v	02109045-v
01999798-v	02205272-v
01999798-v	02206619-v
01999798-v	02236124-v
01999798-v	02267989-v
01999798-v	02394183-v
01999798-v	02599636-v
01999798-v	13893129-n
02001858-v	00319939-n
02001858-v	01317533-v
02001858-v	02084071-n
02001858-v	05826914-n
02003601-v	01143838-v
02004874-v	00051192-n
02004874-v	00328015-n
02004874-v	00387310-v
02004874-v	01433159-v
02004874-v	07447022-n
02005948-v	00120796-v
02005948-v	00149583-v
02005948-v	00341917-v
02005948-v	00342812-v
02005948-v	00542120-v
02005948-v	00770437-v
02005948-v	01153947-v
02005948-v	01433294-v
02005948-v	01849221-v
02005948-v	02108026-v
02005948-v	02210855-v
02005948-v	02625339-v
02005948-v	02743214-v
02005948-v	02743565-v
02003357-a	01077887-v
02006709-v	02016523-v
02006834-v	02020590-v
02006834-v	02526085-v
02006834-v	05125377-n
02009200-v	00117985-v
02009433-v	00136991-v
02009433-v	00360092-v
02009433-v	00613018-v
02009433-v	00613683-v
02009433-v	02015598-v
02009433-v	02229055-v
02009433-v	02296153-v
02009433-v	02356230-v
02009433-v	02635659-v
02009433-v	02721438-v
02009433-v	02729414-v
02012344-v	07444668-n
02014165-v	00345761-v
02014165-v	01864230-v
02015168-v	02015598-v
02015598-v	00136991-v
02015598-v	00613683-v
02015598-v	01214597-v
02015598-v	01842204-v
02015598-v	02009433-v
02015598-v	02015168-v
02016523-v	02006709-v
02016523-v	02636810-v
02020590-v	00743344-v
02020590-v	01111816-v
02020590-v	01137138-v
02020590-v	01236164-v
02020590-v	01440139-v
02020590-v	02006834-v
02020590-v	02108791-v
02020590-v	02685665-v
02022162-v	00120316-v
02022162-v	01440139-v
02022659-v	02127853-v
02023107-v	00591115-v
02023107-v	00598954-v
02023107-v	02128873-v
02023107-v	02129289-v
02023107-v	02493030-v
02021905-a	02501693-a
02022953-a	01050890-a
02027226-v	07144416-n
02028366-v	02069248-v
02028722-v	08182379-n
02030158-v	09385911-n
02030158-v	13809207-n
02030312-a	09957156-n
02031473-a	10256756-n
02031986-a	00205052-r
02031986-a	00631391-a
02031986-a	02034828-a
02031986-a	05174653-n
02032953-a	02029438-a
02034828-a	00631391-a
02034828-a	08625073-n
02035337-a	00632438-a
02039544-v	08663156-n
02043982-v	08612049-n
02046441-v	04574999-n
02043217-a	01987493-v
02043217-a	08619620-n
02043217-a	13731021-n
02047650-v	13878112-n
02050132-v	02051694-v
02050132-v	02072849-v
02050132-v	02230772-v
02051694-v	00339934-v
02053941-v	00280853-n
02053941-v	00941140-n
02050452-a	02790726-a
02055267-v	01556346-v
02052333-a	02821071-a
02056971-v	00572489-n
02056265-a	07035598-n
02062632-v	00405766-n
02061678-a	00095612-r
02062670-a	00355611-a
02062670-a	01411065-a
02062670-a	02068476-a
02066939-v	02060792-v
02066939-v	07405893-n
02064127-a	02068946-a
02064745-a	02070030-a
02065665-a	00494409-a
02065665-a	02067491-a
02065665-a	02507772-a
02065958-a	13858604-n
02069551-v	02028366-v
02070296-v	02069551-v
02067491-a	00494409-a
02067913-a	02071139-a
02068174-a	00494409-a
02068476-a	00355611-a
02068476-a	01411065-a
02068476-a	02062670-a
02068946-a	00031899-r
02068946-a	00510749-r
02069355-a	01730820-a
02072849-v	02466670-v
02070030-a	02064745-a
02071420-a	01410606-a
02074677-v	00058743-n
02074677-v	00740712-n
02074677-v	00810729-v
02075049-v	01926311-v
02075049-v	02727039-v
02072660-a	02063554-a
02075857-v	00524682-v
02075857-v	02077656-v
02076676-v	01086545-a
02077656-v	00135857-v
02077656-v	00173338-v
02077656-v	01156834-v
02077656-v	01214265-v
02077656-v	01433294-v
02077656-v	01434140-v
02077656-v	01438902-v
02077656-v	01629589-v
02077656-v	01999798-v
02077656-v	02109045-v
02077656-v	02206619-v
02077656-v	02209936-v
02077656-v	02236124-v
02077656-v	02267989-v
02079933-v	01218084-v
02077741-a	03115277-a
02077741-a	10556704-n
02084071-n	02001858-v
02081114-a	00053004-r
02084804-a	02793273-a
02087745-v	01593763-v
02088107-v	01995211-v
02088241-v	00126264-v
02089174-v	00423702-v
02089984-v	01907258-v
02087178-a	01652380-a
02090069-a	06673142-n
02094299-v	07376257-n
02093305-a	02093888-a
02096494-v	00059895-n
02097047-v	01867997-v
02097204-v	01060317-v
02097204-v	01508368-v
02097800-v	01995211-v
02099829-v	01525666-v
02100031-a	01644225-a
02106006-v	00105958-v
02106006-v	00690305-v
02106006-v	00715239-v
02106006-v	01771535-v
02106006-v	05677504-n
02107442-v	00598954-v
02108026-v	00056930-v
02108026-v	00120316-v
02108026-v	00120796-v
02108026-v	00149583-v
02108026-v	00522751-v
02108026-v	01156834-v
02108026-v	01215421-v
02108026-v	01733477-v
02108026-v	02005948-v
